key,x,y,width,height
3903,3,12,4,10
3904,9,21,10,2
3905,4,12,2,11
3906,15,18,3,2
3907,5,1,12,16
3908,17,1,5,2
3909,19,11,1,7
3910,16,3,2,7
3911,16,2,6,6
3912,0,5,12,8
3913,4,14,1,8
3914,6,5,16,16
3915,21,8,1,8
3916,1,1,16,14
3917,13,11,1,3
3918,13,8,9,7
3919,15,13,1,1
3920,22,15,1,6
3921,7,3,11,13
3922,0,22,15,1
3923,15,12,2,3
3924,3,19,5,4
3925,14,0,3,21
3926,3,22,12,1
3927,15,13,2,2
3928,19,16,3,4
3929,6,2,16,7
3930,10,4,11,11
3931,19,11,3,3
3932,10,13,1,3
3933,14,21,8,1
3934,5,17,15,2
3935,10,10,9,3
3936,21,21,2,1
3937,15,4,8,12
3938,9,4,10,11
3939,11,2,11,12
3940,22,2,1,2
3941,19,20,2,1
3942,2,15,12,6
3943,22,15,1,1
3944,13,5,8,13
3945,2,9,21,3
3946,0,16,18,7
3947,17,2,2,6
3948,10,15,6,5
3949,6,9,4,12
3950,21,0,2,13
3951,21,6,1,6
3952,13,2,3,8
3953,2,14,15,8
3954,10,10,5,5
3955,12,8,4,11
3956,4,18,3,3
3957,5,4,17,9
3958,17,18,2,5
3959,2,12,5,11
3960,15,14,4,9
3961,11,10,8,10
3962,19,21,4,1
3963,4,13,16,7
3964,1,0,11,1
3965,9,8,9,8
3966,4,19,9,2
3967,7,17,5,6
3968,4,21,9,1
3969,3,11,12,11
3970,19,3,3,10
3971,9,18,3,5
3972,15,18,2,4
3973,10,17,8,3
3974,1,20,11,1
3975,1,12,19,9
3976,15,1,5,8
3977,13,18,1,1
3978,12,19,6,2
3979,8,15,9,1
3980,9,0,11,14
3981,21,12,1,3
3982,13,14,9,5
3983,21,22,1,1
3984,16,13,6,8
3985,21,8,2,15
3986,1,6,17,17
3987,6,21,10,2
3988,6,5,6,9
3989,16,18,4,3
3990,12,7,6,5
3991,17,13,5,5
3992,5,1,1,4
3993,19,8,2,6
3994,12,12,2,3
3995,15,13,1,8
3996,6,5,12,14
3997,9,15,14,1
3998,17,9,2,12
3999,15,0,4,3
4000,13,4,7,12
4001,2,21,17,2
4002,21,3,1,3
4003,2,5,7,13
4004,6,12,9,4
4005,7,18,5,2
4006,18,20,1,3
4007,17,0,6,10
4008,18,8,4,13
4009,4,0,12,21
4010,14,1,8,17
4011,3,20,13,3
4012,13,9,7,1
4013,18,15,4,3
4014,5,7,9,3
4015,22,9,1,12
4016,5,1,6,18
4017,8,7,14,8
4018,18,9,5,2
4019,9,7,3,11
4020,1,2,13,12
4021,13,17,3,4
4022,0,9,19,10
4023,3,2,16,8
4024,8,4,13,8
4025,2,3,1,20
4026,16,21,6,1
4027,22,6,1,14
4028,9,1,14,15
4029,1,13,10,9
4030,7,2,11,18
4031,2,22,1,1
4032,14,11,9,10
4033,15,20,4,1
4034,7,3,5,5
4035,1,14,18,7
4036,17,14,4,2
4037,12,12,4,4
4038,7,3,7,10
4039,9,7,13,15
4040,9,21,2,2
4041,7,21,16,2
4042,0,9,21,2
4043,10,4,8,12
4044,1,8,18,7
4045,21,20,2,2
4046,10,12,5,8
4047,2,2,21,16
4048,6,20,3,3
4049,9,10,12,5
4050,2,15,1,1
4051,5,7,1,13
4052,14,15,7,8
4053,19,8,1,15
4054,1,7,8,16
4055,5,11,11,2
4056,17,10,5,1
4057,3,6,15,3
4058,0,10,22,1
4059,18,6,3,1
4060,6,2,12,2
4061,7,12,6,3
4062,19,2,2,16
4063,20,17,2,5
4064,8,7,12,6
4065,2,20,17,1
4066,10,1,6,19
4067,15,14,1,1
4068,21,0,1,3
4069,16,19,4,3
4070,7,15,15,2
4071,5,1,2,20
4072,20,13,3,8
4073,6,6,3,7
4074,1,14,3,5
4075,1,10,15,12
4076,17,10,3,8
4077,22,20,1,3
4078,9,11,3,5
4079,10,14,7,8
4080,18,0,3,9
4081,3,21,8,2
4082,12,4,4,15
4083,9,12,12,4
4084,7,11,2,9
4085,1,5,17,12
4086,2,11,10,7
4087,8,3,15,14
4088,1,2,16,16
4089,10,0,5,1
4090,8,8,13,9
4091,20,15,3,2
4092,17,11,3,4
4093,18,1,5,13
4094,18,8,4,5
4095,19,11,1,3
4096,19,9,1,10
4097,6,16,11,3
4098,16,17,6,2
4099,1,3,12,8
4100,21,5,1,7
4101,12,9,3,4
4102,22,20,1,3
4103,4,19,17,3
4104,3,2,6,17
4105,10,8,1,6
4106,3,7,13,8
4107,16,6,1,3
4108,16,6,7,10
4109,11,18,6,4
4110,14,19,8,3
4111,18,9,3,5
4112,7,13,16,5
4113,15,20,1,2
4114,12,6,6,15
4115,19,7,3,10
4116,21,4,2,3
4117,10,13,11,5
4118,0,10,13,4
4119,6,4,13,15
4120,15,21,8,2
4121,18,20,5,1
4122,2,0,20,8
4123,10,12,9,10
4124,21,12,1,7
4125,11,16,1,3
4126,6,12,11,1
4127,19,10,4,8
4128,21,18,2,4
4129,18,21,3,2
4130,7,1,10,17
4131,11,21,7,1
4132,12,0,1,5
4133,17,14,1,6
4134,9,8,6,15
4135,0,22,18,1
4136,0,1,15,15
4137,19,1,3,19
4138,2,9,19,4
4139,2,10,4,2
4140,9,20,1,2
4141,7,3,11,2
4142,15,19,1,3
4143,5,16,16,4
4144,13,5,1,10
4145,6,11,2,1
4146,19,18,1,2
4147,3,5,4,6
4148,12,5,2,18
4149,17,18,3,2
4150,3,3,7,18
4151,22,10,1,12
4152,6,4,10,10
4153,21,19,1,2
4154,12,10,3,9
4155,5,2,13,17
4156,4,7,4,4
4157,19,13,2,10
4158,0,0,7,6
4159,3,8,1,12
4160,18,22,1,1
4161,11,14,11,8
4162,4,0,15,6
4163,9,11,1,5
4164,4,7,10,6
4165,1,20,7,3
4166,13,4,4,2
4167,15,0,2,2
4168,5,14,12,2
4169,20,22,3,1
4170,2,14,14,1
4171,13,19,5,4
4172,13,15,6,7
4173,0,22,4,1
4174,11,0,10,1
4175,10,6,8,9
4176,17,15,3,4
4177,13,22,8,1
4178,2,1,16,11
4179,14,3,3,17
4180,19,14,1,9
4181,5,2,11,14
4182,20,8,3,13
4183,7,6,13,15
4184,21,14,2,4
4185,0,12,2,8
4186,9,17,11,5
4187,8,20,2,1
4188,1,14,6,4
4189,10,8,11,1
4190,14,16,8,5
4191,15,11,7,11
4192,2,14,11,9
4193,20,14,1,8
4194,18,14,2,1
4195,6,6,15,8
4196,12,2,7,13
4197,18,22,1,1
4198,20,6,3,14
4199,5,4,11,18
4200,14,18,3,1
4201,5,9,17,4
4202,4,3,3,9
4203,6,22,3,1
4204,19,15,4,2
4205,1,11,9,7
4206,17,2,5,6
4207,2,20,15,3
4208,4,6,5,5
4209,16,15,3,3
4210,0,14,13,5
4211,0,20,13,3
4212,4,3,6,11
4213,15,8,1,7
4214,20,10,2,3
4215,5,2,14,13
4216,2,13,10,6
4217,10,22,1,1
4218,2,0,2,17
4219,3,16,3,5
4220,7,0,13,8
4221,5,14,13,3
4222,3,21,16,1
4223,12,0,9,15
4224,10,11,13,3
4225,9,2,3,14
4226,12,16,5,4
4227,20,3,3,3
4228,13,22,4,1
4229,21,4,1,16
4230,19,12,2,4
4231,9,22,5,1
4232,14,12,7,10
4233,3,21,9,2
4234,18,3,2,15
4235,16,14,2,2
4236,0,17,2,1
4237,8,5,13,11
4238,8,18,11,2
4239,4,5,19,6
4240,17,4,6,10
4241,9,21,11,1
4242,0,21,22,2
4243,7,19,10,3
4244,12,20,5,1
4245,20,0,1,16
4246,3,15,17,7
4247,10,2,4,17
4248,11,7,3,8
4249,12,20,2,1
4250,3,2,4,12
4251,21,1,1,5
4252,18,16,1,6
4253,10,20,6,1
4254,4,21,19,2
4255,6,12,12,3
4256,15,6,4,12
4257,5,19,10,1
4258,14,4,4,10
4259,14,14,3,8
4260,12,10,1,9
4261,0,3,15,4
4262,9,7,3,9
4263,20,21,3,2
4264,17,1,6,7
4265,16,8,1,9
4266,5,7,1,1
4267,22,7,1,14
4268,9,22,1,1
4269,1,14,18,4
4270,6,13,8,1
4271,17,15,1,1
4272,22,10,1,1
4273,3,22,8,1
4274,2,0,7,1
4275,8,19,11,2
4276,16,15,4,7
4277,11,9,5,4
4278,13,11,7,6
4279,6,7,1,3
4280,17,19,2,1
4281,6,6,5,3
4282,19,18,2,2
4283,0,6,19,6
4284,8,8,15,2
4285,16,9,6,7
4286,15,22,3,1
4287,22,2,1,13
4288,4,14,11,8
4289,0,6,11,11
4290,21,20,1,1
4291,9,7,5,10
4292,3,15,1,7
4293,3,5,8,9
4294,4,10,15,1
4295,4,17,18,4
4296,1,14,9,6
4297,22,3,1,14
4298,19,4,4,3
4299,22,8,1,7
4300,8,20,5,1
4301,12,22,9,1
4302,16,18,6,4
4303,21,15,1,3
4304,12,7,6,13
4305,11,5,5,4
4306,15,2,8,9
4307,21,3,1,5
4308,14,12,5,4
4309,4,15,17,4
4310,6,13,3,4
4311,17,17,3,2
4312,16,4,2,5
4313,4,16,12,7
4314,18,0,3,15
4315,18,15,4,7
4316,21,2,1,19
4317,19,3,2,17
4318,8,3,1,12
4319,8,2,14,5
4320,20,19,3,4
4321,11,14,6,3
4322,6,12,15,5
4323,18,2,4,6
4324,6,3,16,2
4325,21,11,1,2
4326,5,8,14,6
4327,7,10,16,1
4328,11,15,10,2
4329,8,20,5,2
4330,7,4,12,15
4331,2,15,13,7
4332,15,9,7,2
4333,3,19,4,4
4334,12,4,3,13
4335,21,20,2,3
4336,15,4,7,2
4337,10,5,13,8
4338,21,22,1,1
4339,13,15,7,8
4340,22,22,1,1
4341,3,7,17,4
4342,15,3,3,19
4343,8,21,2,2
4344,0,19,10,1
4345,20,10,2,4
4346,20,13,1,3
4347,16,4,5,9
4348,15,20,6,3
4349,17,2,6,3
4350,0,14,11,7
4351,16,18,5,4
4352,9,6,11,7
4353,7,11,4,9
4354,4,2,19,6
4355,9,2,13,10
4356,12,16,3,4
4357,12,20,5,1
4358,9,8,1,3
4359,11,14,7,9
4360,4,3,17,13
4361,11,17,2,3
4362,17,3,6,20
4363,19,5,3,11
4364,5,4,9,9
4365,0,18,17,3
4366,9,14,10,2
4367,15,1,1,4
4368,2,8,10,13
4369,1,18,22,5
4370,6,8,16,14
4371,1,15,17,7
4372,15,13,8,5
4373,11,17,8,5
4374,19,18,1,5
4375,6,16,6,5
4376,11,8,3,6
4377,12,7,1,14
4378,16,11,5,7
4379,22,15,1,5
4380,1,19,22,2
4381,21,11,2,4
4382,11,2,5,19
4383,5,0,7,15
4384,14,16,9,6
4385,13,5,7,18
4386,20,18,1,1
4387,15,17,5,4
4388,5,21,13,1
4389,16,14,7,3
4390,4,3,17,7
4391,22,20,1,1
4392,5,11,1,6
4393,14,9,7,5
4394,9,7,14,16
4395,11,5,6,9
4396,20,15,2,8
4397,3,7,13,13
4398,18,12,5,7
4399,21,22,1,1
4400,4,17,14,5
4401,10,5,9,9
4402,14,1,9,16
4403,0,14,16,1
4404,17,21,3,2
4405,21,14,1,5
4406,9,17,14,4
4407,0,20,3,2
4408,17,13,5,3
4409,21,2,2,21
4410,22,1,1,6
4411,1,9,22,9
4412,9,17,1,1
4413,9,9,5,3
4414,22,7,1,12
4415,13,7,3,3
4416,5,8,6,1
4417,15,4,6,13
4418,17,1,6,7
4419,0,0,11,4
4420,21,20,2,1
4421,21,16,1,6
4422,16,19,3,1
4423,21,10,2,10
4424,8,15,5,5
4425,18,5,3,8
4426,19,2,2,1
4427,17,12,2,10
4428,4,6,6,11
4429,0,4,7,19
4430,2,15,11,6
4431,8,1,1,22
4432,0,2,19,8
4433,7,14,14,6
4434,8,9,1,10
4435,17,19,2,1
4436,17,20,2,2
4437,21,18,2,5
4438,3,14,13,5
4439,8,18,11,4
4440,7,15,12,3
4441,19,0,4,13
4442,12,21,9,1
4443,16,8,4,13
4444,2,11,10,11
4445,22,16,1,4
4446,17,2,5,7
4447,8,15,2,2
4448,1,18,18,3
4449,21,13,1,10
4450,3,1,10,8
4451,16,12,5,5
4452,21,17,1,6
4453,19,3,4,16
4454,7,1,5,3
4455,0,18,23,3
4456,3,2,7,10
4457,7,5,12,2
4458,3,19,2,2
4459,5,13,10,5
4460,1,15,8,8
4461,16,5,4,6
4462,20,14,2,5
4463,22,21,1,2
4464,4,20,3,1
4465,4,5,18,1
4466,10,5,5,10
4467,2,15,10,6
4468,14,2,7,8
4469,22,14,1,8
4470,3,17,3,3
4471,22,19,1,3
4472,18,3,2,7
4473,8,15,13,6
4474,7,9,11,1
4475,11,19,1,3
4476,13,17,8,2
4477,6,5,11,8
4478,6,9,16,13
4479,20,17,1,6
4480,8,4,5,5
4481,11,2,1,7
4482,10,4,1,14
4483,1,20,2,3
4484,21,6,1,16
4485,20,20,2,2
4486,6,12,2,7
4487,3,8,15,6
4488,19,3,1,18
4489,18,20,1,3
4490,22,12,1,3
4491,22,11,1,4
4492,12,22,7,1
4493,1,21,10,2
4494,4,13,17,3
4495,1,10,19,2
4496,15,3,5,13
4497,4,21,16,2
4498,17,15,5,1
4499,14,13,9,10
4500,6,17,3,4
4501,2,19,11,3
4502,10,5,13,4
4503,0,17,7,5
4504,21,22,1,1
4505,1,9,1,2
4506,3,9,4,8
4507,12,19,3,3
4508,11,9,7,9
4509,7,19,8,1
4510,11,8,1,3
4511,21,14,2,9
4512,17,16,3,5
4513,12,0,9,9
4514,17,12,6,2
4515,4,13,15,8
4516,8,1,8,1
4517,11,15,8,1
4518,4,4,17,16
4519,14,16,8,3
4520,14,8,5,8
4521,19,20,3,2
4522,5,21,17,2
4523,18,19,2,1
4524,16,8,2,14
4525,0,8,7,2
4526,4,16,12,4
4527,1,18,13,4
4528,18,5,3,15
4529,6,0,2,10
4530,22,16,1,5
4531,21,7,2,13
4532,0,21,20,1
4533,0,11,23,10
4534,21,14,1,3
4535,15,0,2,13
4536,10,6,3,3
4537,5,1,7,16
4538,10,9,5,9
4539,19,2,2,10
4540,21,4,1,6
4541,3,11,7,11
4542,16,8,2,14
4543,1,5,15,10
4544,8,5,14,17
4545,18,3,3,5
4546,0,21,11,2
4547,12,1,7,15
4548,11,11,5,8
4549,5,13,4,5
4550,9,4,12,14
4551,13,12,3,4
4552,7,17,6,6
4553,22,0,1,15
4554,17,1,2,12
4555,7,1,6,9
4556,16,10,2,6
4557,9,11,14,11
4558,9,3,11,7
4559,1,5,18,10
4560,21,9,1,5
4561,10,19,10,4
4562,21,15,2,3
4563,21,12,2,11
4564,9,19,6,4
4565,8,2,9,12
4566,9,19,14,4
4567,5,9,10,13
4568,11,13,8,5
4569,14,18,6,2
4570,17,15,2,1
4571,13,8,10,15
4572,15,8,3,4
4573,13,18,9,1
4574,14,15,8,1
4575,21,8,1,14
4576,2,9,7,7
4577,13,19,7,3
4578,1,6,19,8
4579,11,4,2,19
4580,13,13,3,4
4581,1,18,18,3
4582,6,19,14,2
4583,19,6,3,8
4584,7,1,5,11
4585,14,15,8,1
4586,16,13,4,10
4587,7,11,14,5
4588,7,14,8,1
4589,14,2,5,10
4590,15,22,2,1
4591,17,1,6,19
4592,10,10,8,13
4593,13,3,7,19
4594,14,7,5,2
4595,20,0,1,23
4596,19,6,1,10
4597,0,0,4,16
4598,3,18,13,3
4599,19,19,3,1
4600,19,3,4,11
4601,17,11,5,2
4602,20,15,1,5
4603,0,1,19,11
4604,17,19,1,3
4605,11,2,5,7
4606,19,1,3,13
4607,4,8,12,13
4608,11,12,6,2
4609,15,12,7,2
4610,12,7,11,3
4611,20,8,3,2
4612,5,19,7,2
4613,5,18,11,3
4614,4,18,15,4
4615,8,21,5,1
4616,13,9,7,7
4617,6,21,10,1
4618,14,8,5,2
4619,22,1,1,11
4620,15,6,1,2
4621,0,22,2,1
4622,2,1,1,2
4623,6,22,13,1
4624,15,9,1,12
4625,3,16,14,3
4626,11,10,2,6
4627,9,7,6,10
4628,22,0,1,5
4629,15,10,2,2
4630,8,1,11,14
4631,3,17,19,1
4632,12,19,5,3
4633,20,12,3,1
4634,10,13,13,5
4635,15,17,4,3
4636,3,12,10,4
4637,14,4,8,2
4638,11,4,5,5
4639,18,17,1,6
4640,11,3,11,18
4641,9,12,10,10
4642,8,14,14,9
4643,10,21,12,2
4644,6,1,12,17
4645,0,0,14,19
4646,18,7,3,4
4647,15,17,6,1
4648,14,3,5,3
4649,17,14,3,9
4650,6,7,3,1
4651,17,18,1,2
4652,16,17,5,4
4653,17,4,6,5
4654,18,18,2,2
4655,15,13,1,10
4656,13,15,1,6
4657,8,13,3,7
4658,20,18,2,5
4659,17,14,6,5
4660,4,10,4,10
4661,6,15,16,2
4662,14,4,3,14
4663,6,15,8,7
4664,7,0,14,19
4665,12,0,8,7
4666,12,22,6,1
4667,3,10,17,4
4668,3,12,19,11
4669,19,12,3,9
4670,15,8,2,3
4671,9,9,5,9
4672,6,6,10,8
4673,19,11,4,1
4674,0,15,16,4
4675,17,4,4,17
4676,16,20,1,3
4677,20,4,1,19
4678,12,18,11,4
4679,5,7,2,3
4680,9,6,7,17
4681,16,18,7,3
4682,4,1,3,3
4683,6,17,3,4
4684,4,13,8,10
4685,3,9,19,9
4686,1,8,15,12
4687,3,1,18,17
4688,20,0,2,17
4689,18,14,1,2
4690,15,3,6,19
4691,0,17,14,2
4692,19,11,4,6
4693,16,15,3,7
4694,8,6,7,9
4695,19,3,1,20
4696,18,8,1,9
4697,18,12,3,9
4698,22,15,1,1
4699,2,0,16,4
4700,4,12,6,11
4701,2,7,5,6
4702,0,12,1,8
4703,14,12,6,8
4704,16,12,3,10
4705,8,16,1,5
4706,7,17,11,6
4707,21,6,2,3
4708,14,13,3,8
4709,6,6,3,9
4710,2,6,10,6
4711,4,9,15,11
4712,4,6,8,1
4713,12,12,9,2
4714,3,11,15,10
4715,11,1,1,20
4716,13,22,5,1
4717,6,5,1,9
4718,11,9,4,11
4719,8,21,8,2
4720,4,7,10,16
4721,18,13,4,10
4722,10,0,12,9
4723,19,17,3,3
4724,9,2,13,1
4725,1,20,1,3
4726,1,6,5,17
4727,22,11,1,3
4728,19,6,1,4
4729,19,0,2,10
4730,11,17,11,5
4731,15,19,8,3
4732,8,17,8,6
4733,6,7,7,10
4734,1,2,19,20
4735,1,11,4,7
4736,20,4,3,12
4737,15,20,2,2
4738,12,3,9,9
4739,7,0,16,13
4740,8,14,8,6
4741,2,10,14,1
4742,2,21,16,1
4743,3,14,6,9
4744,7,6,5,15
4745,5,17,6,4
4746,13,3,4,10
4747,20,5,1,7
4748,18,9,2,1
4749,8,11,12,12
4750,8,22,15,1
4751,12,10,4,10
4752,8,7,12,8
4753,7,13,12,2
4754,18,16,4,5
4755,16,17,7,4
4756,19,21,4,1
4757,20,13,3,7
4758,6,4,13,10
4759,15,16,1,4
4760,6,20,11,1
4761,0,16,9,5
4762,7,22,15,1
4763,10,0,3,13
4764,12,22,8,1
4765,7,4,4,7
4766,8,18,2,2
4767,8,6,15,4
4768,9,19,13,3
4769,3,20,10,2
4770,8,1,12,22
4771,3,11,5,3
4772,5,21,7,2
4773,5,7,18,4
4774,5,2,2,9
4775,19,21,3,1
4776,12,9,4,1
4777,14,14,7,1
4778,2,14,15,2
4779,20,18,1,5
4780,5,15,13,7
4781,12,21,4,2
4782,8,4,7,16
4783,11,9,6,1
4784,15,10,4,5
4785,14,18,1,1
4786,2,0,14,22
4787,20,15,1,8
4788,12,14,9,8
4789,18,10,1,7
4790,3,17,7,5
4791,10,16,1,5
4792,22,12,1,6
4793,1,6,18,10
4794,18,9,3,9
4795,20,1,2,3
4796,7,4,5,15
4797,21,2,2,3
4798,18,19,2,4
4799,12,4,8,5
4800,16,2,4,3
4801,9,13,3,8
4802,16,19,3,3
4803,11,1,3,7
4804,1,5,11,13
4805,17,9,4,9
4806,15,20,7,1
4807,18,1,3,7
4808,11,15,6,5
4809,7,0,12,13
4810,22,5,1,8
4811,16,11,5,9
4812,21,15,1,8
4813,8,2,3,12
4814,13,4,4,4
4815,19,18,3,3
4816,3,17,18,6
4817,5,7,3,1
4818,8,2,3,21
4819,9,21,9,2
4820,8,15,1,1
4821,9,18,10,2
4822,12,4,8,4
4823,8,14,7,5
4824,12,14,8,8
4825,20,7,1,9
4826,13,7,8,7
4827,3,2,3,11
4828,5,4,4,1
4829,17,13,4,3
4830,5,14,13,3
4831,3,22,15,1
4832,7,7,8,7
4833,8,7,9,5
4834,5,15,2,8
4835,19,18,3,5
4836,22,20,1,2
4837,4,16,19,2
4838,7,11,6,8
4839,7,12,2,3
4840,19,2,3,5
4841,18,6,2,5
4842,16,18,7,4
4843,8,14,7,8
4844,15,18,2,1
4845,14,20,7,3
4846,15,14,4,9
4847,17,6,2,3
4848,6,10,15,1
4849,9,9,10,9
4850,9,21,6,1
4851,0,16,19,2
4852,19,6,1,8
4853,12,5,9,15
4854,19,12,4,4
4855,4,3,14,16
4856,10,15,7,6
4857,6,12,7,9
4858,8,5,12,4
4859,2,13,8,10
4860,12,14,11,1
4861,21,9,1,10
4862,8,15,15,7
4863,11,16,1,4
4864,15,8,4,11
4865,6,13,17,3
4866,18,18,1,5
4867,6,5,13,12
4868,6,21,13,2
4869,21,8,1,6
4870,13,17,8,6
4871,19,2,3,20
4872,21,15,1,8
4873,19,22,3,1
4874,5,0,17,14
4875,8,4,6,13
4876,10,5,6,7
4877,8,0,4,23
4878,14,12,2,7
4879,3,3,3,7
4880,5,20,10,2
4881,0,12,3,8
4882,5,13,2,3
4883,4,7,9,13
4884,3,11,20,4
4885,8,0,1,4
4886,9,12,1,10
4887,3,14,12,4
4888,17,14,6,9
4889,15,9,8,9
4890,11,13,9,10
4891,12,8,7,15
4892,4,7,4,4
4893,4,21,1,1
4894,22,14,1,8
4895,8,8,11,14
4896,2,8,13,13
4897,9,4,2,17
4898,0,5,16,10
4899,11,18,10,4
4900,3,0,2,10
4901,19,2,4,10
4902,6,10,2,5
4903,11,21,5,2
4904,15,1,2,13
4905,12,5,3,18
4906,10,15,12,6
4907,1,17,19,3
4908,16,8,2,8
4909,17,19,4,1
4910,16,15,5,5
4911,12,0,1,8
4912,17,22,6,1
4913,4,5,16,14
4914,11,15,7,3
4915,13,17,8,2
4916,10,20,2,1
4917,13,0,1,18
4918,11,22,4,1
4919,16,1,5,18
4920,15,0,6,20
4921,10,3,8,14
4922,0,16,1,6
4923,3,7,10,3
4924,3,16,5,3
4925,1,15,8,4
4926,5,1,11,19
4927,19,9,3,9
4928,4,8,8,12
4929,3,19,14,1
4930,14,7,2,13
4931,13,11,2,5
4932,9,5,1,12
4933,0,6,9,2
4934,3,1,17,6
4935,9,8,13,5
4936,20,2,3,15
4937,2,0,17,3
4938,7,21,13,2
4939,0,15,19,6
4940,10,19,7,2
4941,21,6,1,10
4942,18,17,5,4
4943,10,9,6,13
4944,4,1,12,22
4945,4,3,19,18
4946,11,18,11,2
4947,8,7,15,3
4948,8,8,11,12
4949,6,21,8,1
4950,6,19,10,1
4951,22,2,1,2
4952,15,15,3,7
4953,4,8,12,12
4954,5,16,8,4
4955,12,22,10,1
4956,9,13,7,9
4957,5,14,15,3
4958,12,10,6,9
4959,9,11,5,1
4960,17,0,6,20
4961,10,8,6,5
4962,19,1,2,6
4963,2,7,10,16
4964,21,18,2,4
4965,9,1,7,15
4966,18,22,1,1
4967,8,11,5,8
4968,11,18,3,5
4969,0,19,11,1
4970,10,10,10,1
4971,22,3,1,1
4972,8,6,14,11
4973,10,0,6,19
4974,9,11,10,9
4975,7,6,3,3
4976,5,20,14,2
4977,1,4,6,14
4978,14,12,4,9
4979,5,15,1,4
4980,10,12,11,8
4981,14,2,4,14
4982,12,4,10,11
4983,4,18,19,1
4984,2,5,1,6
4985,21,21,2,2
4986,4,8,6,10
4987,15,2,1,21
4988,21,12,1,8
4989,18,11,3,6
4990,4,22,6,1
4991,14,0,1,19
4992,19,21,4,1
4993,8,20,10,1
4994,13,14,4,9
4995,16,7,3,11
4996,16,4,2,16
4997,6,13,1,3
4998,4,22,5,1
4999,15,13,6,5
5000,1,12,19,6
5001,20,12,1,2
5002,9,18,11,2
5003,18,2,2,12
5004,18,3,2,5
5005,14,21,9,1
5006,6,4,8,1
5007,13,16,8,4
5008,21,9,2,2
5009,22,6,1,7
5010,10,11,3,1
5011,15,14,7,3
5012,8,17,9,6
5013,1,15,1,4
5014,18,9,2,6
5015,15,0,1,7
5016,17,6,1,13
5017,13,9,7,7
5018,8,5,4,6
5019,21,20,2,1
5020,8,3,8,5
5021,22,12,1,10
5022,8,6,7,14
5023,6,7,10,2
5024,19,21,1,2
5025,9,20,7,3
5026,15,3,6,1
5027,19,6,3,12
5028,2,1,4,14
5029,10,19,3,2
5030,21,0,1,21
5031,10,12,13,1
5032,22,16,1,3
5033,9,13,4,1
5034,13,0,3,5
5035,7,20,1,2
5036,15,17,1,6
5037,8,14,14,6
5038,15,15,6,5
5039,16,1,5,22
5040,21,7,2,11
5041,20,1,1,16
5042,17,8,6,1
5043,6,2,2,19
5044,1,0,9,1
5045,14,15,8,4
5046,17,11,5,9
5047,7,3,7,15
5048,11,8,8,11
5049,12,18,10,2
5050,4,9,7,13
5051,16,8,2,9
5052,7,6,3,9
5053,19,13,3,9
5054,3,0,10,23
5055,17,9,6,1
5056,18,4,1,1
5057,20,9,1,6
5058,22,15,1,2
5059,21,18,1,4
5060,16,17,2,4
5061,6,14,12,4
5062,21,19,2,1
5063,2,1,2,3
5064,3,17,15,3
5065,4,1,13,5
5066,13,4,9,12
5067,8,20,1,2
5068,12,19,1,1
5069,22,4,1,3
5070,18,5,5,10
5071,8,5,12,10
5072,5,15,12,8
5073,1,7,9,2
5074,19,8,2,6
5075,8,16,5,3
5076,14,15,3,5
5077,13,6,1,2
5078,2,8,4,11
5079,2,21,13,2
5080,9,9,12,6
5081,17,0,4,1
5082,6,15,12,6
5083,0,10,22,8
5084,15,21,4,2
5085,20,0,1,7
5086,18,17,3,5
5087,11,11,1,8
5088,12,17,1,3
5089,19,18,4,5
5090,1,7,15,5
5091,4,14,11,3
5092,12,20,3,3
5093,9,11,14,2
5094,15,10,3,13
5095,17,10,6,3
5096,7,18,5,4
5097,14,8,1,15
5098,7,16,8,7
5099,22,9,1,11
5100,12,4,2,16
5101,8,6,12,8
5102,5,9,5,12
5103,9,2,13,10
5104,10,12,1,4
5105,1,16,20,6
5106,21,3,2,11
5107,22,15,1,3
5108,6,14,13,2
5109,7,14,8,9
5110,12,0,10,11
5111,3,10,2,10
5112,20,11,3,12
5113,12,11,1,5
5114,12,0,5,18
5115,7,5,6,11
5116,3,2,4,12
5117,18,6,1,17
5118,8,18,10,1
5119,16,14,3,4
5120,11,4,3,5
5121,18,8,3,15
5122,7,4,8,18
5123,5,1,18,4
5124,3,13,6,10
5125,1,19,5,4
5126,9,0,4,7
5127,12,9,6,2
5128,18,12,3,5
5129,0,17,20,5
5130,9,11,9,5
5131,4,20,2,1
5132,5,7,10,8
5133,17,19,3,1
5134,15,15,1,6
5135,14,1,4,21
5136,16,16,7,5
5137,16,22,7,1
5138,5,14,10,7
5139,2,5,19,9
5140,8,8,12,3
5141,7,11,14,10
5142,16,4,2,2
5143,13,16,3,2
5144,22,11,1,10
5145,8,17,11,1
5146,19,20,2,1
5147,10,22,7,1
5148,22,5,1,15
5149,16,7,4,16
5150,9,19,14,1
5151,1,5,17,12
5152,7,12,10,5
5153,6,6,5,5
5154,11,12,3,1
5155,6,15,17,7
5156,22,1,1,9
5157,5,4,9,5
5158,11,22,4,1
5159,13,0,6,11
5160,0,11,7,12
5161,14,11,3,10
5162,8,22,1,1
5163,9,5,10,15
5164,14,20,2,2
5165,1,6,8,1
5166,17,9,3,8
5167,22,0,1,10
5168,9,10,9,9
5169,19,17,1,5
5170,15,16,1,5
5171,6,5,6,13
5172,20,9,2,8
5173,9,16,10,5
